country_code,state,state_code,city_code,sdek_city_code,city
RU, ,,,24187,Алакуртти
RU, ,,,24198,Алешково
RU, ,,,24230,Алябьевский
RU, ,,,24226,Аминево
RU, ,,,24134,Арбаж
RU, ,,,24225,Афимьино
RU, ,,,24218,Башмаково
RU, ,,,24185,Бежецк
RU, ,,,24179,Бисерть
RU, ,,,24223,Большетархово
RU, ,,,24153,Валдай
RU, ,,,24151,Демянск
RU, ,,,24170,Железноводск
RU, ,,,24174,Забойский
RU, ,,,24196,Запрудное
RU, ,,,24139,Каменка
RU, ,,,24168,Касколовка
RU, ,,,24203,Катайга
RU, ,,,24201,Кедровый
RU, ,,,24227,Киверичи
RU, ,,,24228,Ковдор
RU, ,,,24216,Колпаковка
RU, ,,,24132,Константиновка
RU, ,,,24175,Крутиха
RU, ,,,24133,Лебяжье
RU, ,,,24169,Лесогорск
RU, ,,,24194,Лесозаводский
RU, ,,,24200,Лянтор
RU, ,,,24156,Малая вишера
RU, ,,,24177,Микулино
RU, ,,,24192,Морки
RU, ,,,24217,Мулловка
RU, ,,,24205,Мусультемахи
RU, ,,,24140,Назия
RU, ,,,24186,Нижние осельки
RU, ,,,24178,Новобатайск
RU, ,,,24164,Новолеушковская
RU, ,,,24183,Новороговская
RU, ,,,24220,Паша
RU, ,,,24181,Первомайский
RU, ,,,24158,Пестово
RU, ,,,24149,Петрунино
RU, ,,,24167,Пильшино
RU, ,,,24166,Плотниково
RU, ,,,24147,Понежукай
RU, ,,,24197,Работки
RU, ,,,24141,Редкино
RU, ,,,24219,Рождественское
RU, ,,,24150,Санатория нагорное
RU, ,,,24193,Сараса
RU, ,,,24180,Северо-Енисейск
RU, ,,,24209,Середа
RU, ,,,24161,Сланцы
RU, ,,,24210,Старая Дуваново
RU, ,,,24171,Старолеушковская
RU, ,,,24182,Староминская
RU, ,,,24191,Тенеево
RU, ,,,24189,Тимофеево
RU, ,,,24176,Троицкое
RU, ,,,24190,Урма
RU, ,,,24188,Черная речка
RU, ,,,24136,Шайдуровский
RU, ,,,24135,Шафраново
RU, ,,,24172,Шкуринская
RU,Адыгея ,AD,,16630,17 Лет Октября
RU,Адыгея ,AD,,16418,Абадзехская
RU,Адыгея ,AD,,16713,Адамий
RU,Адыгея ,AD,,1588,Адыгейск
RU,Адыгея ,AD,,16608,Ассоколай
RU,Адыгея ,AD,,1590,Афипсип
RU,Адыгея ,AD,,16631,Безводная
RU,Адыгея ,AD,,16439,Белое
RU,Адыгея ,AD,,16591,Бжедугхабль
RU,Адыгея ,AD,,16444,Блечепсин
RU,Адыгея ,AD,,16714,Богурсуков
RU,Адыгея ,AD,,16440,Большесидировское
RU,Адыгея ,AD,,16715,Верхненазаровское
RU,Адыгея ,AD,,16731,Веселый
RU,Адыгея ,AD,,16675,Владимировское
RU,Адыгея ,AD,,16716,Водный
RU,Адыгея ,AD,,16676,Вольно-Веселый
RU,Адыгея ,AD,,16428,Вольное
RU,Адыгея ,AD,,16632,Вольный
RU,Адыгея ,AD,,16609,Вочепший
RU,Адыгея ,AD,,16441,Габукай
RU,Адыгея ,AD,,16633,Гавердовский
RU,Адыгея ,AD,,16677,Гавриловский
RU,Адыгея ,AD,,16610,Гатлукай
RU,Адыгея ,AD,351,16027,Гиагинская
RU,Адыгея ,AD,,16679,Гончарка
RU,Адыгея ,AD,,16611,Городской
RU,Адыгея ,AD,,16634,Гражданский
RU,Адыгея ,AD,,16635,Грозный (Кировское с/п)
RU,Адыгея ,AD,,16636,Грозный (Побединское с/п)
RU,Адыгея ,AD,,16637,Гузерипль
RU,Адыгея ,AD,,16638,Дагестанская
RU,Адыгея ,AD,,16424,Даховская
RU,Адыгея ,AD,,16717,Джамбичи
RU,Адыгея ,AD,,16446,Джерокай
RU,Адыгея ,AD,,16612,Джиджихабль
RU,Адыгея ,AD,,16697,Дмитриевский
RU,Адыгея ,AD,,16718,Догужиев
RU,Адыгея ,AD,,16422,Дондуковская
RU,Адыгея ,AD,,16732,Дорошенко
RU,Адыгея ,AD,,16426,Дружба
RU,Адыгея ,AD,,16592,Дружный
RU,Адыгея ,AD,,16430,Дукмасов
RU,Адыгея ,AD,,16639,Дьяков
RU,Адыгея ,AD,,16447,Егерухай
RU,Адыгея ,AD,,16448,Еленовское
RU,Адыгея ,AD,,16733,Задунаевский
RU,Адыгея ,AD,,16425,Зарево
RU,Адыгея ,AD,,16427,Игнатьевский
RU,Адыгея ,AD,,16698,Казенно-Кужорский
RU,Адыгея ,AD,,16640,Калинин
RU,Адыгея ,AD,,16421,Каменномостский
RU,Адыгея ,AD,,16641,Кармирастх
RU,Адыгея ,AD,,16699,Кармолино-Гидроицкий
RU,Адыгея ,AD,,16680,Карцев
RU,Адыгея ,AD,,16734,Касаткин
RU,Адыгея ,AD,,16735,Келеметов
RU,Адыгея ,AD,,16417,Келермесская
RU,Адыгея ,AD,,16642,Киша
RU,Адыгея ,AD,,1600,Козет
RU,Адыгея ,AD,,16613,Колос
RU,Адыгея ,AD,,16643,Коминтерн
RU,Адыгея ,AD,,16700,Комсомольский
RU,Адыгея ,AD,,16644,Косинов
RU,Адыгея ,AD,,1229,Кошехабль
RU,Адыгея ,AD,,16414,Красная Улька
RU,Адыгея ,AD,,16594,Красноармейский
RU,Адыгея ,AD,,16449,Красногвардейское
RU,Адыгея ,AD,,16411,Краснооктябрьский
RU,Адыгея ,AD,,16645,Красный Мост
RU,Адыгея ,AD,,16681,Красный Пахарь
RU,Адыгея ,AD,,16701,Красный Фарс
RU,Адыгея ,AD,,16682,Красный Хлебороб
RU,Адыгея ,AD,,16702,Красный
RU,Адыгея ,AD,,16614,Красный
RU,Адыгея ,AD,,16646,Круглый
RU,Адыгея ,AD,,16416,Кужорская
RU,Адыгея ,AD,,16615,Кунчукохабль
RU,Адыгея ,AD,,16647,Курджипская
RU,Адыгея ,AD,,16683,Курский
RU,Адыгея ,AD,,16736,Лейбоабазов
RU,Адыгея ,AD,,16684,Лесной
RU,Адыгея ,AD,,16719,Лесной 
RU,Адыгея ,AD,,16737,Лесхозный 
RU,Адыгея ,AD,350,1233,Майкоп
RU,Адыгея ,AD,,16445,Майский
RU,Адыгея ,AD,,16738,Мамацев 
RU,Адыгея ,AD,,16431,Мамхег
RU,Адыгея ,AD,,16648,Махошеполяна 
RU,Адыгея ,AD,,16649,Меркулаевка 
RU,Адыгея ,AD,,16720,Мирный 
RU,Адыгея ,AD,,16650,Мирный 
RU,Адыгея ,AD,,16739,Михайлов 
RU,Адыгея ,AD,,16685,Михельсоновский 
RU,Адыгея ,AD,,16740,Мокроназаров 
RU,Адыгея ,AD,,16721,Набережный 
RU,Адыгея ,AD,,16595,Натухай
RU,Адыгея ,AD,,1083,Натырбово
RU,Адыгея ,AD,,16703,Натырбово 
RU,Адыгея ,AD,,16686,Нечаевский 
RU,Адыгея ,AD,,16616,Нечерезий 
RU,Адыгея ,AD,,16617,Нешукай 
RU,Адыгея ,AD,,16687,Нижний Айрюм 
RU,Адыгея ,AD,,16383,Новая Адыгея
RU,Адыгея ,AD,,16704,Новоалексеевский 
RU,Адыгея ,AD,,16618,Нововочепший 
RU,Адыгея ,AD,,16596,Новомогилевский 
RU,Адыгея ,AD,,16651,Новопрохладное 
RU,Адыгея ,AD,,16741,Новорусов 
RU,Адыгея ,AD,,16652,Новосвободная 
RU,Адыгея ,AD,,16722,Новосевастопольское 
RU,Адыгея ,AD,,16423,Новый
RU,Адыгея ,AD,,16597,Новый Сад 
RU,Адыгея ,AD,,16688,Образцовое 
RU,Адыгея ,AD,,16653,Октябрьский 
RU,Адыгея ,AD,,16742,Орехов 
RU,Адыгея ,AD,,16598,Отрадный
RU,Адыгея ,AD,,16705,Отрадный 
RU,Адыгея ,AD,,16599,Панахес 
RU,Адыгея ,AD,,16723,Папенков 
RU,Адыгея ,AD,,16743,Пентюхов 
RU,Адыгея ,AD,,16689,Первомайский 
RU,Адыгея ,AD,,16654,Первомайский 
RU,Адыгея ,AD,,16619,Петров 
RU,Адыгея ,AD,,16744,Пикалин 
RU,Адыгея ,AD,,16706,Плодопитомник 
RU,Адыгея ,AD,,16655,Победа п 
RU,Адыгея ,AD,,16656,Победа х 
RU,Адыгея ,AD,,16657,Подгорный 
RU,Адыгея ,AD,,16707,Политотдел 
RU,Адыгея ,AD,,16620,Понежукай 
RU,Адыгея ,AD,,16724,Преображенское 
RU,Адыгея ,AD,,16600,Прикубанский 
RU,Адыгея ,AD,,16658,Приречный 
RU,Адыгея ,AD,,16690,Прогресс 
RU,Адыгея ,AD,,16659,Пролетарский 
RU,Адыгея ,AD,,16601,Псейтук 
RU,Адыгея ,AD,,1617,Псекупс
RU,Адыгея ,AD,,16725,Пустоселов 
RU,Адыгея ,AD,,16622,Пчегатлукай 
RU,Адыгея ,AD,,16745,Пшизов 
RU,Адыгея ,AD,,16623,Пшикуйхабль 
RU,Адыгея ,AD,,16442,Пшичо
RU,Адыгея ,AD,,16429,Садовое
RU,Адыгея ,AD,,16691,Садовый 
RU,Адыгея ,AD,,16660,Садовый 
RU,Адыгея ,AD,,16726,Саратовский 
RU,Адыгея ,AD,,16746,Свободный Труд 
RU,Адыгея ,AD,,16727,Свободный 
RU,Адыгея ,AD,,16661,Севастопольская 
RU,Адыгея ,AD,,16410,Северо-Восточные Сады
RU,Адыгея ,AD,,16747,Семено-Макаровский 
RU,Адыгея ,AD,,16419,Сергиевское
RU,Адыгея ,AD,,16708,Смольчев-Малиновский 
RU,Адыгея ,AD,,16662,Советский 
RU,Адыгея ,AD,,16412,Совхозный
RU,Адыгея ,AD,,16709,Соколов 
RU,Адыгея ,AD,,16663,Спокойный 
RU,Адыгея ,AD,,16602,Старобжегокай 
RU,Адыгея ,AD,,16603,Старомогилевский 
RU,Адыгея ,AD,,16664,Султанская Караулка 
RU,Адыгея ,AD,,16604,Суповский 
RU,Адыгея ,AD,,16665,Табачный 
RU,Адыгея ,AD,,16692,Тамбовский 
RU,Адыгея ,AD,,16693,Тапехин 
RU,Адыгея ,AD,,16624,Тауйхабль 
RU,Адыгея ,AD,,1350,Тахтамукай
RU,Адыгея ,AD,,16415,Тимирязева
RU,Адыгея ,AD,,16748,Тихонов 
RU,Адыгея ,AD,,16666,Ткачев 
RU,Адыгея ,AD,,1624,Тлюстенхабль
RU,Адыгея ,AD,,16626,Тугургой 
RU,Адыгея ,AD,,16413,Тульский
RU,Адыгея ,AD,,16667,Удобный 
RU,Адыгея ,AD,,16749,Ульский 
RU,Адыгея ,AD,,16438,Уляп
RU,Адыгея ,AD,,16668,Усть-Сахрайский 
RU,Адыгея ,AD,,16669,Учебное Лесничество 
RU,Адыгея ,AD,,16694,Фарсовый 
RU,Адыгея ,AD,,16670,Хакодзь 
RU,Адыгея ,AD,,16432,Хакуринохабль
RU,Адыгея ,AD,,16752,Хакуринохабль 
RU,Адыгея ,AD,,16671,Хамышки 
RU,Адыгея ,AD,,16672,Ханская 
RU,Адыгея ,AD,,16750,Хатажукай 
RU,Адыгея ,AD,,16728,Хатукай 
RU,Адыгея ,AD,,16710,Хачемзий 
RU,Адыгея ,AD,,16605,Хаштук 
RU,Адыгея ,AD,,16443,Ходзь
RU,Адыгея ,AD,,16606,Хомуты 
RU,Адыгея ,AD,,16627,Чабанов 
RU,Адыгея ,AD,,16695,Черемушкин 
RU,Адыгея ,AD,,16711,Чехрак 
RU,Адыгея ,AD,,16751,Чикалов 
RU,Адыгея ,AD,,16729,Чумаков 
RU,Адыгея ,AD,,16673,Шаумян 
RU,Адыгея ,AD,,16628,Шевченко 
RU,Адыгея ,AD,,16712,Шелковников 
RU,Адыгея ,AD,,16607,Шенджий 
RU,Адыгея ,AD,,16730,Штурбино 
RU,Адыгея ,AD,,16629,Шундук 
RU,Адыгея ,AD,,16674,Шунтук
RU,Адыгея ,AD,352,1627,Энем
RU,Адыгея ,AD,353,323,Яблоновский
RU,Алтай ,AL,,15403,Акташ
RU,Алтай ,AL,,13481,Артыбаш
RU,Алтай ,AL,,13516,Барангол 
RU,Алтай ,AL,,13523,Барлак
RU,Алтай ,AL,,13504,Бирюля
RU,Алтай ,ALT,831,822,Горно-Алтайск
RU,Алтай ,AL,,13512,Дубровка
RU,Алтай ,AL,,13514,Известковый
RU,Алтай ,AL,,13521,Камлак
RU,Алтай ,AL,,13518,Катунь 
RU,Алтай ,AL,,15404,Кош-Агач
RU,Алтай ,ALT,832,77,Майма
RU,Алтай ,AL,,13476,Манжерок 
RU,Алтай ,AL,,13524,Мыюта
RU,Алтай ,AL,,13482,Онгудай
RU,Алтай ,AL,,13505,Паспаул
RU,Алтай ,AL,,13506,Подгорное 
RU,Алтай ,AL,,13513,Рыбалка
RU,Алтай ,AL,,13483,Соузга
RU,Алтай ,AL,,15405,Турочак
RU,Алтай ,AL,,13519,Узнезя 
RU,Алтай ,AL,,15407,Усть-Кан
RU,Алтай ,AL,,15408,Усть-Кокса
RU,Алтай ,AL,,13515,Усть-Муны 
RU,Алтай ,AL,,13525,Усть-Сема
RU,Алтай ,AL,,15406,Усть-Улаган
RU,Алтай ,AL,,13478,Чемал
RU,Алтай ,AL,,13517,Чепош 
RU,Алтай ,AL,,13522,Черга
RU,Алтай ,AL,,13503,Чоя
RU,Алтай ,AL,,13479,Шебалино
RU,Алтай ,AL,,13520,Элекмонар 
RU,Алтайский,ALT,,14854,Авиатор
RU,Алтайский,ALT,847,795,Алейск
RU,Алтайский,ALT,,6,Алтайское
RU,Алтайский,ALT,,24510,Ащегуль
RU,Алтайский,ALT,,13480,Ая
RU,Алтайский,ALT,,1856,Баево
RU,Алтайский,ALT,844,274,Барнаул
RU,Алтайский,ALT,848,814,Белокуриха
RU,Алтайский,ALT,849,275,Бийск
RU,Алтайский,ALT,,13477,Бирюзовая Катунь
RU,Алтайский,ALT,,803,Благовещенка
RU,Алтайский,ALT,,14855,Борзовая заимка
RU,Алтайский,ALT,,31271,Боровиха
RU,Алтайский,ALT,,13502,Бочкари
RU,Алтайский,ALT,,809,Бурла
RU,Алтайский,ALT,,808,Быстрый Исток
RU,Алтайский,ALT,,13510,Верх-Ая
RU,Алтайский,ALT,,16764,Верх-Катунское 
RU,Алтайский,ALT,,2334,Верх-Суетка
RU,Алтайский,ALT,,49,Веселоярск
RU,Алтайский,ALT,,13276,Власиха
RU,Алтайский,ALT,,804,Волчиха
RU,Алтайский,ALT,,792,Гальбштадт
RU,Алтайский,ALT,857,783,Горняк
RU,Алтайский,ALT,,13507,Долина свободы 
RU,Алтайский,ALT,,2335,Ельцовка
RU,Алтайский,ALT,,801,Завьялово
RU,Алтайский,ALT,,1858,Залесово
RU,Алтайский,ALT,850,98,Заринск
RU,Алтайский,ALT,,784,Змеиногорск
RU,Алтайский,ALT,,787,Зональное
RU,Алтайский,ALT,,14856,Казенная заимка
RU,Алтайский,ALT,,701,Калманка
RU,Алтайский,ALT,851,786,Камень-на-Оби
RU,Алтайский,ALT,,13508,Катунь
RU,Алтайский,ALT,,815,Ключи
RU,Алтайский,ALT,,1861,Косиха
RU,Алтайский,ALT,,791,Красногорское
RU,Алтайский,ALT,,812,Краснощеково
RU,Алтайский,ALT,,16936,Красный Яр
RU,Алтайский,ALT,,1857,Крутиха
RU,Алтайский,ALT,,31414,Куйбышево 
RU,Алтайский,ALT,856,805,Кулунда
RU,Алтайский,ALT,,813,Курья
RU,Алтайский,ALT,,816,Кытманово
RU,Алтайский,ALT,,14858,Лебяжье
RU,Алтайский,ALT,,31307,Лебяжье 
RU,Алтайский,ALT,,1271,Малоенисейское
RU,Алтайский,ALT,,782,Мамонтово
RU,Алтайский,ALT,,1147,Михайловское
RU,Алтайский,ALT,,14857,Научный городок
RU,Алтайский,ALT,,796,Новичиха
RU,Алтайский,ALT,852,788,Новоалтайск
RU,Алтайский,ALT,,1859,Новоегорьевское
RU,Алтайский,ALT,,15521,Новомихайловка 
RU,Алтайский,ALT,,31415,Новопесчаное
RU,Алтайский,ALT,845,13278,Новосиликатный
RU,Алтайский,ALT,,16935,Новотырышкино
RU,Алтайский,ALT,,23772,Новые Зори
RU,Алтайский,ALT,,31328,Озерки
RU,Алтайский,ALT,,14852,Октябрский
RU,Алтайский,ALT,,24465,Орлеан
RU,Алтайский,ALT,858,780,Павловск
RU,Алтайский,ALT,,779,Панкрушиха
RU,Алтайский,ALT,,31513,Первомайское 
RU,Алтайский,ALT,,810,Петропавловское
RU,Алтайский,ALT,,13511,Платово 
RU,Алтайский,ALT,,31390,Подсосново
RU,Алтайский,ALT,,31395,Полевое
RU,Алтайский,ALT,,797,Поспелиха
RU,Алтайский,ALT,,15519,Прудской 
RU,Алтайский,ALT,,781,Ребриха
RU,Алтайский,ALT,,802,Родино
RU,Алтайский,ALT,,800,Романово
RU,Алтайский,ALT,853,798,Рубцовск
RU,Алтайский,ALT,,15517,Сибирские Огни 
RU,Алтайский,ALT,,13090,Сибирский
RU,Алтайский,ALT,854,806,Славгород
RU,Алтайский,ALT,,15524,Смоленское
RU,Алтайский,ALT,,1860,Советское
RU,Алтайский,ALT,,2336,Солонешное
RU,Алтайский,ALT,,2332,Солтон
RU,Алтайский,ALT,,14853,Спутник
RU,Алтайский,ALT,,16028,Сростки
RU,Алтайский,ALT,,799,Староалейское
RU,Алтайский,ALT,,954,Степное Озеро
RU,Алтайский,ALT,,1863,Табуны
RU,Алтайский,ALT,859,817,Тальменка
RU,Алтайский,ALT,,820,Тогул
RU,Алтайский,ALT,,794,Топчиха
RU,Алтайский,ALT,,24026,Точильное
RU,Алтайский,ALT,,790,Троицкое
RU,Алтайский,ALT,,15950,Тугозвоново 
RU,Алтайский,ALT,,785,Тюменцево
RU,Алтайский,ALT,,2337,Угловское
RU,Алтайский,ALT,,15518,Урожайный 
RU,Алтайский,ALT,,2330,Усть-Калманка
RU,Алтайский,ALT,,2331,Усть-Чарышская Пристань
RU,Алтайский,ALT,,807,Хабары
RU,Алтайский,ALT,,2333,Целинное
RU,Алтайский,ALT,,811,Чарышское
RU,Алтайский,ALT,,23851,Шадрино
RU,Алтайский,ALT,,15520,Шахи 
RU,Алтайский,ALT,,1862,Шелаболиха
RU,Алтайский,ALT,,793,Шипуново
RU,Алтайский,ALT,846,13277,Южный
RU,Алтайский,ALT,855,778,Яровое
RU,Амурская ,AMU,,14424,Архара
RU,Амурская ,AMU,1001,896,Белогорск
RU,Амурская ,AMU,1000,286,Благовещенск
RU,Амурская ,AMU,,918,Богородское
RU,Амурская ,AMU,,13488,Бурея
RU,Амурская ,AMU,,14425,Варваровка
RU,Амурская ,AMU,,13370,Дактуй 
RU,Амурская ,AMU,,14427,Екатеринославка
RU,Амурская ,AMU,,24454,Ерофей Павлович
RU,Амурская ,AMU,1007,3224,Завитинск
RU,Амурская ,AMU,1002,2329,Зея
RU,Амурская ,AMU,,13328,Ивановка
RU,Амурская ,AMU,,14445,Константиновка 
RU,Амурская ,AMU,,13012,Магдагачи
RU,Амурская ,AMU,,13065,Невер
RU,Амурская ,AMU,,13936,Новоалександровка
RU,Амурская ,AMU,,13447,Новобурейский
RU,Амурская ,AMU,,14426,Новокиевский Увал
RU,Амурская ,AMU,,14423,Поярково
RU,Амурская ,AMU,,14422,Прогресс
RU,Амурская ,AMU,1003,13013,Райчихинск
RU,Амурская ,AMU,,14428,Ромны
RU,Амурская ,AMU,1004,3229,Свободный
RU,Амурская ,AMU,,13396,Серышево
RU,Амурская ,AMU,,13064,Сковородино
RU,Амурская ,AMU,,1763,Талакан
RU,Амурская ,AMU,,16577,Талдан
RU,Амурская ,AMU,,13937,Тамбовка
RU,Амурская ,AMU,,13294,Тыгда
RU,Амурская ,AMU,1005,318,Тында
RU,Амурская ,AMU,,13395,Углегорск
RU,Амурская ,AMU,,24418,Уруша
RU,Амурская ,AMU,,13931,Февральск
RU,Амурская ,AMU,,24403,Чигири
RU,Амурская ,AMU,1006,1760,Шимановск
RU,Амурская ,AMU,,14792,Экимчан
RU,Архангельская ,ARK,272,402,Архангельск
RU,Архангельская ,ARK,,13292,Архангельск-55
RU,Архангельская ,ARK,,1952,Березник
RU,Архангельская ,ARK,,1955,Васьково
RU,Архангельская ,ARK,279,994,Вельск
RU,Архангельская ,ARK,,1953,Верхняя Тойма
RU,Архангельская ,ARK,,24516,Волошка
RU,Архангельская ,ARK,,31036,Вычегодский
RU,Архангельская ,ARK,,31494,Горка Муравьевская
RU,Архангельская ,ARK,,23899,Двинской
RU,Архангельская ,ARK,,24347,Долматово
RU,Архангельская ,ARK,,24484,Ерцево
RU,Архангельская ,ARK,,24483,Илеза
RU,Архангельская ,ARK,,2342,Ильинско-Подомское
RU,Архангельская ,ARK,,1954,Каргополь
RU,Архангельская ,ARK,,14593,Карпогоры
RU,Архангельская ,ARK,,24357,Кизема
RU,Архангельская ,ARK,,24405,Климовская
RU,Архангельская ,ARK,,22938,Конево
RU,Архангельская ,ARK,,1948,Коноша
RU,Архангельская ,ARK,273,1170,Коряжма
RU,Архангельская ,ARK,,14316,Костылево п.
RU,Архангельская ,ARK,274,1756,Котлас
RU,Архангельская ,ARK,,2340,Красноборск
RU,Архангельская ,ARK,,15196,Красное 
RU,Архангельская ,ARK,,16030,Лешуконское
RU,Архангельская ,ARK,,24355,Луковецкий
RU,Архангельская ,ARK,,13014,Мезень
RU,Архангельская ,ARK,275,1951,Мирный
RU,Архангельская ,ARK,,13095,Мухонская
RU,Архангельская ,ARK,276,997,Новодвинск
RU,Архангельская ,ARK,,15429,Новое Лукино 
RU,Архангельская ,ARK,280,1949,Няндома
RU,Архангельская ,ARK,,1957,Обозерский
RU,Архангельская ,ARK,,2341,Октябрьский
RU,Архангельская ,ARK,,1950,Онега
RU,Архангельская ,ARK,,24384,Пинега
RU,Архангельская ,ARK,,406,Плесецк
RU,Архангельская ,ARK,,23659,Покровское
RU,Архангельская ,ARK,,15946,Приводино
RU,Архангельская ,ARK,,2339,Савинский
RU,Архангельская ,ARK,,16029,Самодед
RU,Архангельская ,ARK,278,996,Северодвинск
RU,Архангельская ,ARK,,13411,Североонежск
RU,Архангельская ,ARK,,13017,Соловецкий
RU,Архангельская ,ARK,,14317,Урдома п. 
RU,Архангельская ,ARK,,24482,Хозьмино
RU,Архангельская ,ARK,,2338,Холмогоры
RU,Архангельская ,ARK,,1956,Цигломень
RU,Архангельская ,ARK,,13726,Черемушский 
RU,Архангельская ,ARK,,24485,Шангалы
RU,Архангельская ,ARK,,14594,Шенкурск
RU,Архангельская ,ARK,,16031,Шипицыно
RU,Архангельская ,ARK,,23709,Шотова
RU,Архангельская ,ARK,,16815,Яренск
RU,Астраханская ,AST,,16849,Азовский
RU,Астраханская ,AST,,14936,Аксарайский
RU,Астраханская ,AST,,16834,Алгаза
RU,Астраханская ,AST,,14806,Ассадулаево
RU,Астраханская ,AST,489,432,Астрахань
RU,Астраханская ,AST,,14803,Атал
RU,Астраханская ,AST,490,145,Ахтубинск
RU,Астраханская ,AST,,16872,Ашулук
RU,Астраханская ,AST,,14938,Байбек
RU,Астраханская ,AST,,14942,Бакланье
RU,Астраханская ,AST,,14952,Басы
RU,Астраханская ,AST,,14884,Батаевка
RU,Астраханская ,AST,,14865,Бахтемир
RU,Астраханская ,AST,,16860,Белый Ильмень
RU,Астраханская ,AST,,16869,Белячий
RU,Астраханская ,AST,,14945,Бирюковка
RU,Астраханская ,AST,,14916,Болхуны
RU,Астраханская ,AST,,14964,Бударино
RU,Астраханская ,AST,,16868,Бузан-Пристань
RU,Астраханская ,AST,,14954,Верхнекалиновский
RU,Астраханская ,AST,,14937,Верхнелебяжье
RU,Астраханская ,AST,,2402,Верхний Баскунчак
RU,Астраханская ,AST,,14939,Верхний Бузан
RU,Астраханская ,AST,,16859,Веселая Грива
RU,Астраханская ,AST,,16863,Винный
RU,Астраханская ,AST,,16873,Владимировка
RU,Астраханская ,AST,,16858,Водяновка
RU,Астраханская ,AST,,16876,Волжское
RU,Астраханская ,AST,,2403,Володарский
RU,Астраханская ,AST,,14929,Вольное
RU,Астраханская ,AST,,16864,Воробьевский
RU,Астраханская ,AST,,16874,Восток
RU,Астраханская ,AST,,14879,Вязовка
RU,Астраханская ,AST,,16857,Гандурино
RU,Астраханская ,AST,,14951,Грушево
RU,Астраханская ,AST,,14934,Досанг
RU,Астраханская ,AST,,14866,Евпраксино
RU,Астраханская ,AST,,2404,Енотаевка
RU,Астраханская ,AST,,16851,Жан Аул
RU,Астраханская ,AST,,2405,Замьяны
RU,Астраханская ,AST,,14958,Занзели
RU,Астраханская ,AST,,16844,Заречное
RU,Астраханская ,AST,,16852,Затон
RU,Астраханская ,AST,,14949,Зеленга
RU,Астраханская ,AST,491,2406,Знаменск
RU,Астраханская ,AST,,14919,Золотуха
RU,Астраханская ,AST,,14883,Зубовка
RU,Астраханская ,AST,,14927,Ивановка
RU,Астраханская ,AST,,14870,Иванчуг
RU,Астраханская ,AST,,2407,Икряное
RU,Астраханская ,AST,,14863,Ильинка
RU,Астраханская ,AST,,14877,Каменный Яр
RU,Астраханская ,AST,492,2408,Камызяк
RU,Астраханская ,AST,,14956,Камышово
RU,Астраханская ,AST,,14805,Камязяк
RU,Астраханская ,AST,,14875,Капустин Яр
RU,Астраханская ,AST,,14955,Караванное
RU,Астраханская ,AST,,14814,Карагали
RU,Астраханская ,AST,,14957,Каралат
RU,Астраханская ,AST,,14960,Караульное
RU,Астраханская ,AST,,14953,Каспий
RU,Астраханская ,AST,,16853,Кировский
RU,Астраханская ,AST,,14811,Кирпичного завода поселок
RU,Астраханская ,AST,,16862,Козлово
RU,Астраханская ,AST,,14935,Комсомольский
RU,Астраханская ,AST,,14925,Копановка
RU,Астраханская ,AST,,16875,Косика
RU,Астраханская ,AST,,14924,Кочковатка
RU,Астраханская ,AST,,2409,Красные Баррикады
RU,Астраханская ,AST,,13112,Красный Яр
RU,Астраханская ,AST,,14813,Кулаковка
RU,Астраханская ,AST,,16870,Лапас
RU,Астраханская ,AST,,14932,Ленино
RU,Астраханская ,AST,,14962,Лесное
RU,Астраханская ,AST,,2410,Лиман
RU,Астраханская ,AST,,14946,Линейное
RU,Астраханская ,AST,,14867,Мансур
RU,Астраханская ,AST,,14923,Михайловка
RU,Астраханская ,AST,,14944,Мултаново
RU,Астраханская ,AST,,14963,Мумра
RU,Астраханская ,AST,,2411,Нариманов
RU,Астраханская ,AST,,14804,Нартовский
RU,Астраханская ,AST,,2412,Началово
RU,Астраханская ,AST,,16856,Нижненикольское
RU,Астраханская ,AST,,2413,Нижний Баскунчак
RU,Астраханская ,AST,,14920,Никольское
RU,Астраханская ,AST,,16839,Ниновка
RU,Астраханская ,AST,,16854,Новинский
RU,Астраханская ,AST,,14862,Новокучергановка
RU,Астраханская ,AST,,16879,Новолесное
RU,Астраханская ,AST,,14810,Новоначаловский
RU,Астраханская ,AST,,14915,Новониколаевка
RU,Астраханская ,AST,,16032,Новоурусовка
RU,Астраханская ,AST,,16855,Образцово-Травино
RU,Астраханская ,AST,,16846,Оля
RU,Астраханская ,AST,,14961,Оранжереи
RU,Астраханская ,AST,,13287,Осыпной Бугор
RU,Астраханская ,AST,,14807,Первого Мая
RU,Астраханская ,AST,,16845,Песчаное
RU,Астраханская ,AST,,14918,Пироговка
RU,Астраханская ,AST,,14941,Пойменный
RU,Астраханская ,AST,,14880,Покровка
RU,Астраханская ,AST,,14876,Пологое Займище
RU,Астраханская ,AST,,16835,пос. Анатолия Зверева
RU,Астраханская ,AST,,14948,Прикаспийский
RU,Астраханская ,AST,,14922,Пришиб
RU,Астраханская ,AST,,16848,Промысловка
RU,Астраханская ,AST,,14873,Раздор
RU,Астраханская ,AST,,14864,Рассвет
RU,Астраханская ,AST,,14808,Растопуловка
RU,Астраханская ,AST,,14933,Речное
RU,Астраханская ,AST,,14874,Рычарский
RU,Астраханская ,AST,,14871,Садовый
